,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
2705,3087,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
2706,3088,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2707,3089,280,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
2708,706,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2709,3090,223,LowSeason,[2-3],Standard,[160-260],[2-2],False
2710,3091,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
2711,3092,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2712,3093,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2713,3094,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2714,3095,348,HighSeason,[0-1],Standard,[160-260],[3-4],True
2715,3096,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2716,3097,56,HighSeason,[2-3],Standard,[160-260],[3-4],False
2717,3098,161,LowSeason,[8-inf],Standard,[160-260],[2-2],True
2718,3099,86,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
2719,3100,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2720,3101,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2721,1287,166,HighSeason,[4-7],Nonref,[160-260],[2-2],False
2722,3102,220,HighSeason,[4-7],Nonref,[160-260],[5-inf],True
2723,3103,210,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2724,3104,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2725,706,357,HighSeason,[0-1],Standard,[260-360],[5-inf],False
2726,3105,168,LowSeason,[2-3],Standard,[160-260],[3-4],True
2727,3003,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
2728,3106,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2729,3107,354,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
2730,3108,113,OffSeason,[8-inf],Standard,[160-260],[1-1],True
2731,3110,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2732,3111,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2733,3112,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2734,3113,280,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
2735,1,339,HighSeason,[2-3],Nonref,[260-360],[3-4],False
2736,3114,246,LowSeason,[4-7],Standard,[260-360],[3-4],True
2737,3115,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2738,3116,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2739,3117,217,LowSeason,[2-3],Nonref,[160-260],[2-2],False
2740,3118,86,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
2741,3119,202,LowSeason,[4-7],Nonref,[160-260],[2-2],False
2742,3120,168,LowSeason,[2-3],Standard,[160-260],[3-4],True
2743,3121,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2744,3122,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2745,3123,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
2746,3124,354,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
2747,3125,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2748,3126,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2749,3127,74,HighSeason,[4-7],Standard,[160-260],[3-4],True
2750,3128,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2751,3129,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2752,3130,91,HighSeason,[4-7],Standard,[160-260],[2-2],True
2753,3131,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2754,3132,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2755,3133,12,LowSeason,[4-7],Standard,[160-260],[3-4],False
2756,3134,121,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2757,3135,294,HighSeason,[2-3],Standard,[160-260],[2-2],True
2758,3136,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2759,3137,56,HighSeason,[2-3],Standard,[160-260],[3-4],False
2760,3138,149,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
2761,3139,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2762,3140,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2763,3141,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2764,3142,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2765,3143,244,HighSeason,[4-7],Standard,[160-260],[3-4],False
2766,3144,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2767,3145,166,HighSeason,[4-7],Nonref,[160-260],[2-2],False
2768,3146,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2769,3147,91,HighSeason,[4-7],Standard,[160-260],[2-2],True
2770,3148,348,HighSeason,[0-1],Standard,[160-260],[3-4],True
2771,3149,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2772,3150,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2773,3151,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2774,3152,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2775,3153,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2776,3154,91,HighSeason,[4-7],Standard,[160-260],[2-2],True
2777,3155,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2778,3156,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2779,3135,344,HighSeason,[0-1],Standard,[160-260],[2-2],False
2780,3158,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2781,3159,280,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
2782,3160,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2783,3161,149,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
2784,3162,358,LowSeason,[4-7],Nonref,[0-160],[2-2],False
2785,3163,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2786,50,150,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2787,50,210,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2788,3164,149,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
2789,3165,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2790,3166,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2791,3167,129,HighSeason,[2-3],Standard,[160-260],[2-2],False
2792,3168,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2793,3169,296,LowSeason,[2-3],Nonref,[260-360],[3-4],True
2794,3170,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2795,3171,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2796,3172,56,HighSeason,[2-3],Standard,[160-260],[3-4],False
2797,3173,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2798,3174,323,HighSeason,[2-3],Standard,[260-360],[3-4],True
2799,3175,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2800,3176,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2801,2930,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2802,3178,61,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2803,3179,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2804,3180,355,HighSeason,[0-1],Nonref,[160-260],[5-inf],False
2805,3181,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2806,3182,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
2807,3183,327,HighSeason,[0-1],Nonref,[0-160],[2-2],False
2808,3184,53,LowSeason,[4-7],Standard,[160-260],[3-4],True
2809,3185,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2810,3186,273,HighSeason,[4-7],Standard,[0-160],[2-2],True
2811,3187,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2812,3189,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2813,3190,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
2814,3190,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
2815,3190,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
2816,3191,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2817,3192,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2818,3193,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2819,3194,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2820,3195,359,HighSeason,[2-3],Nonref,[360-500],[5-inf],True
2821,44,202,LowSeason,[4-7],Nonref,[160-260],[2-2],False
2822,3197,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2823,1287,296,LowSeason,[2-3],Nonref,[260-360],[3-4],True
2824,3198,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2825,3199,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2826,3182,222,HighSeason,[2-3],Standard,[260-360],[5-inf],False
2827,3200,74,HighSeason,[4-7],Standard,[160-260],[3-4],True
2828,3201,327,HighSeason,[0-1],Nonref,[0-160],[2-2],False
2829,3202,166,HighSeason,[4-7],Nonref,[160-260],[2-2],False
2830,3204,56,HighSeason,[2-3],Standard,[160-260],[3-4],False
2831,3205,55,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2832,3206,91,HighSeason,[4-7],Standard,[160-260],[2-2],True
2833,3207,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2834,3208,150,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2835,3209,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2836,3210,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2837,3211,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2838,3212,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2839,3213,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2840,3214,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2841,3215,232,HighSeason,[2-3],Standard,[260-360],[3-4],False
2842,3217,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2843,3218,65,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2844,3220,360,HighSeason,[0-1],Nonref,[0-160],[1-1],False
2845,3222,101,HighSeason,[2-3],Nonref,[0-160],[2-2],True
2846,271,361,HighSeason,[0-1],Nonref,[160-260],[1-1],False
2847,3223,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2848,3224,350,HighSeason,[2-3],Nonref,[160-260],[1-1],False
2849,3225,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2850,3226,166,HighSeason,[4-7],Nonref,[160-260],[2-2],False
2851,3227,353,HighSeason,[0-1],Nonref,[260-360],[3-4],True
2852,3228,362,HighSeason,[0-1],Standard,[160-260],[5-inf],True
2853,3229,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2854,3230,91,HighSeason,[4-7],Standard,[160-260],[2-2],True
2855,3231,349,HighSeason,[0-1],Nonref,[160-260],[1-1],True
2856,3232,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2857,3233,312,LowSeason,[2-3],Nonref,[260-360],[2-2],True
2858,3234,60,OffSeason,[4-7],Nonref,[160-260],[2-2],False
2859,3235,85,HighSeason,[4-7],Nonref,[0-160],[2-2],True
2860,3237,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2861,3238,106,HighSeason,[4-7],Nonref,[260-360],[5-inf],True
2862,3239,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2863,3240,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2864,3242,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2865,3243,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2866,3244,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2867,3245,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2868,3246,196,HighSeason,[2-3],Nonref,[260-360],[3-4],True
2869,3247,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2870,3248,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2871,3249,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2872,3059,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
2873,3250,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2874,3252,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2875,3253,314,LowSeason,[0-1],Nonref,[0-160],[2-2],False
2876,3254,149,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
2877,3255,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2878,3256,74,HighSeason,[4-7],Standard,[160-260],[3-4],True
2879,3258,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2880,3259,339,HighSeason,[2-3],Nonref,[260-360],[3-4],False
2881,3260,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2882,3261,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2883,3262,65,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2884,3263,74,HighSeason,[4-7],Standard,[160-260],[3-4],True
2885,3264,296,LowSeason,[2-3],Nonref,[260-360],[3-4],True
2886,3265,55,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2887,3266,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2888,3267,321,HighSeason,[2-3],Nonref,[0-160],[2-2],False
2889,3268,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2890,2881,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
2891,3269,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2892,3270,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
2893,3271,244,HighSeason,[4-7],Standard,[160-260],[3-4],False
2894,3272,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2895,3273,74,HighSeason,[4-7],Standard,[160-260],[3-4],True
2896,3274,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2897,3275,350,HighSeason,[2-3],Nonref,[160-260],[1-1],False
2898,3276,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2899,3277,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2900,3278,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2901,3279,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
2902,3280,178,LowSeason,[2-3],Standard,[160-260],[3-4],False
2903,3281,363,HighSeason,[4-7],Nonref,[260-360],[5-inf],False
2904,3283,60,OffSeason,[4-7],Nonref,[160-260],[2-2],False
2905,3284,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2906,3285,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2907,3286,129,HighSeason,[2-3],Standard,[160-260],[2-2],False
2908,3287,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2909,3288,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
2910,3289,356,HighSeason,[0-1],Nonref,[260-360],[3-4],False
2911,3290,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2912,3291,328,LowSeason,[4-7],Standard,[160-260],[1-1],False
2913,3292,198,LowSeason,[4-7],Standard,[160-260],[2-2],True
2914,3293,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2915,3294,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2916,3295,244,HighSeason,[4-7],Standard,[160-260],[3-4],False
2917,3296,339,HighSeason,[2-3],Nonref,[260-360],[3-4],False
2918,3297,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2919,3298,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
2920,3299,364,LowSeason,[4-7],Nonref,[160-260],[1-1],False
2921,3300,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2922,3301,56,HighSeason,[2-3],Standard,[160-260],[3-4],False
2923,3302,365,HighSeason,[2-3],Standard,[0-160],[2-2],False
2924,3303,267,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
2925,3304,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2926,3305,339,HighSeason,[2-3],Nonref,[260-360],[3-4],False
2927,3306,121,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2928,3307,149,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
2929,3308,35,OffSeason,[2-3],Standard,[160-260],[3-4],False
2930,2299,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
2931,2299,366,HighSeason,[0-1],Standard,[160-260],[5-inf],False
2932,3309,56,HighSeason,[2-3],Standard,[160-260],[3-4],False
2933,3310,13,LowSeason,[8-inf],Standard,[160-260],[3-4],True
2934,3311,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2935,3312,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2936,3313,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2937,3314,280,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
2938,3315,101,HighSeason,[2-3],Nonref,[0-160],[2-2],True
2939,3316,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2940,3317,152,LowSeason,[2-3],Standard,[260-360],[5-inf],True
2941,3318,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2942,3319,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2943,3320,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
2944,3321,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
2945,3322,321,HighSeason,[2-3],Nonref,[0-160],[2-2],False
2946,3323,105,HighSeason,[4-7],Standard,[260-360],[5-inf],True
2947,3324,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2948,3325,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2949,3326,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2950,3327,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2951,3328,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2952,3329,74,HighSeason,[4-7],Standard,[160-260],[3-4],True
2953,3330,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2954,3331,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2955,3332,291,HighSeason,[4-7],Standard,[160-260],[2-2],False
2956,3333,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
2957,3334,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2958,3335,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2959,3336,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2960,3337,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2961,3338,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2962,3339,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2963,3340,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2964,3341,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2965,3342,354,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
2966,3343,367,HighSeason,[2-3],Nonref,[160-260],[1-1],True
2967,96,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2968,3345,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2969,3346,210,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2970,3347,56,HighSeason,[2-3],Standard,[160-260],[3-4],False
2971,3348,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2972,3349,267,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
2973,3350,106,HighSeason,[4-7],Nonref,[260-360],[5-inf],True
2974,3351,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2975,3352,28,OffSeason,[4-7],Standard,[160-260],[3-4],False
2976,3353,196,HighSeason,[2-3],Nonref,[260-360],[3-4],True
2977,3354,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2978,3355,244,HighSeason,[4-7],Standard,[160-260],[3-4],False
2979,3356,196,HighSeason,[2-3],Nonref,[260-360],[3-4],True
2980,3357,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2981,3358,339,HighSeason,[2-3],Nonref,[260-360],[3-4],False
2982,3359,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2983,3360,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2984,3361,129,HighSeason,[2-3],Standard,[160-260],[2-2],False
2985,3362,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2986,3363,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2987,3364,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2988,3365,368,LowSeason,[8-inf],Standard,[260-360],[5-inf],True
2989,3366,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2990,3367,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2991,706,348,HighSeason,[0-1],Standard,[160-260],[3-4],True
2992,3368,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2993,3369,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2994,3370,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
2995,3371,346,HighSeason,[0-1],Nonref,[160-260],[5-inf],True
2996,3372,95,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2997,3373,38,OffSeason,[2-3],Standard,[260-360],[3-4],True
2998,3374,369,HighSeason,[4-7],Nonref,[0-160],[2-2],False
2999,3375,348,HighSeason,[0-1],Standard,[160-260],[3-4],True
3000,3376,244,HighSeason,[4-7],Standard,[160-260],[3-4],False
3001,3377,348,HighSeason,[0-1],Standard,[160-260],[3-4],True
3002,3378,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
3003,3379,74,HighSeason,[4-7],Standard,[160-260],[3-4],True
3004,3380,355,HighSeason,[0-1],Nonref,[160-260],[5-inf],False
3005,3381,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
3006,3382,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
3007,3383,149,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
3008,3384,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
3009,3385,61,OffSeason,[2-3],Nonref,[160-260],[3-4],False
3010,3386,337,HighSeason,[0-1],Nonref,[160-260],[3-4],True
3011,3387,363,HighSeason,[4-7],Nonref,[260-360],[5-inf],False
3012,3388,352,HighSeason,[0-1],Standard,[160-260],[2-2],True
3013,3389,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3014,3390,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
3015,3391,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
3016,3392,149,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
3017,706,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
3018,3393,88,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
3019,3394,28,OffSeason,[4-7],Standard,[160-260],[3-4],False
3020,3395,65,OffSeason,[4-7],Nonref,[160-260],[2-2],True
3021,3396,56,HighSeason,[2-3],Standard,[160-260],[3-4],False
3022,3397,168,LowSeason,[2-3],Standard,[160-260],[3-4],True
3023,3398,225,HighSeason,[2-3],Nonref,[160-260],[2-2],True
3024,3399,370,LowSeason,[0-1],Standard,[160-260],[2-2],True
3025,3400,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
3026,3401,86,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
3027,3402,198,LowSeason,[4-7],Standard,[160-260],[2-2],True
3028,3404,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3029,3405,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
3030,3406,232,HighSeason,[2-3],Standard,[260-360],[3-4],False
3031,3407,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3032,3408,198,LowSeason,[4-7],Standard,[160-260],[2-2],True
3033,3409,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
3034,3410,94,OffSeason,[4-7],Nonref,[160-260],[3-4],True
3035,3411,59,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3036,3412,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
3037,3413,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
3038,3414,166,HighSeason,[4-7],Nonref,[160-260],[2-2],False
3039,3415,339,HighSeason,[2-3],Nonref,[260-360],[3-4],False
3040,3416,35,OffSeason,[2-3],Standard,[160-260],[3-4],False
3041,3417,35,OffSeason,[2-3],Standard,[160-260],[3-4],False
3042,3418,280,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
3043,3419,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
3044,3420,295,LowSeason,[2-3],Nonref,[0-160],[2-2],True
3045,3421,106,HighSeason,[4-7],Nonref,[260-360],[5-inf],True
3046,3422,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
3047,3423,94,OffSeason,[4-7],Nonref,[160-260],[3-4],True
3048,3424,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3049,3425,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
3050,3426,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3051,3427,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3052,3428,20,OffSeason,[2-3],Standard,[160-260],[5-inf],False
3053,3429,103,OffSeason,[8-inf],Nonref,[0-160],[2-2],True
3054,3430,92,LowSeason,[4-7],Standard,[0-160],[2-2],False
3055,3431,150,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3056,3433,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
3057,3434,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
3058,3435,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
3059,3436,209,OffSeason,[2-3],Nonref,[260-360],[2-2],True
3060,3437,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3061,3438,371,HighSeason,[2-3],Standard,[260-360],[2-2],True
3062,3439,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
3063,3440,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
3064,3442,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
3065,3443,210,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3066,3444,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
3067,3445,80,OffSeason,[4-7],Nonref,[0-160],[2-2],True
3068,3446,149,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
3069,3341,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
3070,3447,354,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
3071,3448,182,HighSeason,[2-3],Nonref,[160-260],[2-2],False
3072,3449,267,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
3073,3451,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
3074,3452,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
3075,3453,167,HighSeason,[4-7],Nonref,[160-260],[3-4],True
3076,3454,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
3077,3455,233,LowSeason,[4-7],Nonref,[160-260],[3-4],False
3078,3456,361,HighSeason,[0-1],Nonref,[160-260],[1-1],False
3079,3457,148,LowSeason,[4-7],Nonref,[160-260],[3-4],True
3080,3458,355,HighSeason,[0-1],Nonref,[160-260],[5-inf],False
3081,3460,196,HighSeason,[2-3],Nonref,[260-360],[3-4],True
3082,3461,354,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
3083,3462,83,HighSeason,[2-3],Nonref,[160-260],[3-4],True
3084,3463,235,HighSeason,[4-7],Nonref,[160-260],[3-4],False
3085,3464,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3086,3465,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
3087,3059,282,HighSeason,[0-1],Standard,[160-260],[3-4],False
3088,3466,267,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
3089,3467,12,LowSeason,[4-7],Standard,[160-260],[3-4],False
3090,3468,263,HighSeason,[0-1],Nonref,[160-260],[3-4],False
3091,3469,340,HighSeason,[0-1],Nonref,[160-260],[2-2],True
3092,3470,359,HighSeason,[2-3],Nonref,[360-500],[5-inf],True
3093,3471,89,HighSeason,[2-3],Nonref,[160-260],[3-4],False
